,market,products,launch_stage,activity_level,activity_verified,pageviews,team_member,founded_by,revenue_stage,revenue_through,twitter_followers,amount_raised,company_website,description,name,founded,place,crunchbase_link,ranking
188,"'analytics', 'data', 'big data'",'web app',Publicly,High company activity detected,16 Jul 19,0.0,30.5,'Peter Bailis',Pre,"'b2b', 'freemium', 'sales'",1200,Undisclosed,http://www.sisu.ai?ref=startuptracker,'We’re building a new kind of software that empowers people to make better decisions with data.','Sisu',May 15 2018,San Francisco US,https://www.crunchbase.com/organization/sisu-data,0
189,"'biotech', 'health', 'blockchain', 'medical'",'other',Pre,No recent company activity detected,15 Jul 19,0.0,4.0,"'Josh Maurer', 'Todd'",Pre,'other',316,Undisclosed,https://MedBlox.io?ref=startuptracker,'MedBlox provides validation of Patient Identity across organizations.','MedBlox',January 1 2018,Coralville US,https://crunchbase.com/organization/medblox,0
190,"'education', 'marketing', 'hr and recruitment', 'accounting and legal'","'service', 'web app'",Privately,High company activity detected,12 Jul 19,17300.0,7.5,'Bogdan Glushko',Pre,"'b2b', 'free to use', 'subscription'",180,Undisclosed,https://www.mightyforms.com/?ref=startuptracker,'Create connections and scale your business with a more powerful and flexible online form builder.','MightyForms',August 10 2018,Cleveland US,https://www.crunchbase.com/organization/mightyforms,275100
191,"'media', 'startups', 'content', 'sales'",'service',Pre,High company activity detected,12 Jul 19,0.0,2.0,'Alex',Pre,"'b2c', 'b2b', 'subscription'",224,Undisclosed,https://basicly.io?ref=startuptracker,'Basicly is a tool to help video makers get paid as soon as a project is completed.','Basicly',May 6 2019,New York US,https://producthunt.com/posts/basicly,0
192,"'communication', 'productivity', 'ai', 'bots'","'service', 'web app'",Privately,Sourced by Startup Tracker,10 Jul 19,2500.0,7.5,"'Keeni', 'SpotTune', 'TUNE', 'Eat Tune', 'a-tune', 'Aurora Forecast'",Pre,"'b2b', 'b2g', 'subscription'",5,Undisclosed,https://keeni.space?ref=startuptracker,'Ubiquitous platform for standardizing and sharing operating procedures to increase performance and collaboration of diverse global teams.','Keeni Procedures',January 1 2019,Anchorage US,https://crunchbase.com/organization/keeni-space,1900000
193,'ai','web app',Publicly,Sourced by Startup Tracker,9 Jul 19,3900.0,175.5,'Margaret',Pre,"'b2b', 'sales'",4,Undisclosed,https://getdatabees.com?ref=startuptracker,'Custom Lead Research at Scale','DataBees',December 31 2016,San Francisco US,https://startuptracker.io,1200000
194,"'e commerce', 'travel', 'blockchain'","'mobile app', 'web app'",Publicly,High company activity detected,8 Jul 19,208400.0,7.5,"'Lolli 🍭', '§Alex Adelman 🍭', '§matt 🍭'",Pre,"'b2c', 'free to use'",46000,Undisclosed,http://www.lolli.com?ref=startuptracker,'Lolli lets you earn free bitcoin when you shop online.','Lolli',March 1 2018,New York US,https://www.crunchbase.com/organization/lolli,23200
195,'startups','service',Publicly,High company activity detected,21 Jun 19,1200.0,1.0,,Pre,"'b2b', 'advertising'",3900000,Self,http://www.cypresshomecare.com/?ref=startuptracker,"'Cypress Homecare Solutions provides top quality, individualized & compassionate care to clients.'",'Cypress Home Care Solutions',January 1 1988,Phoenix US,https://startuptracker.io,3900000
196,"'analytics', 'e commerce', 'marketing', 'startups'",'web app',Publicly,Low company activity detected,20 Jun 19,15500.0,1.0,"'zigpoll', 'JQBX'",Pre,"'b2c', 'b2b', 'free to use', 'subscription'",11,Self,https://www.zigpoll.com?ref=startuptracker,'Fun and flexible polling widget for your website','Zigpoll',April 7 2019,New York US,https://www.crunchbase.com/organization/zigpoll,305700
197,"'advertising', 'consulting', 'education', 'governmental'","'desktop app', 'mobile app', 'service', 'web app'",Publicly,No recent company activity detected,19 Jun 19,9300.0,2.0,"'Colorful Dots, LLC', 'Eric David Smith'",Pre,"'b2c', 'b2b', 'b2g', 'sales'",583,Undisclosed,https://colorfuldots.com/?ref=startuptracker,"'We develop custom mobile applications, and websites. We offer a wide range of technical services within the private and public sectors.'","'Colorful Dots, LLC'",March 26 2018,Brooklyn US,https://www.crunchbase.com/organization/colorful-dots,507800
198,"'education', 'entertainment'","'mobile app', 'web app'",Privately,No recent company activity detected,18 Jun 19,0.0,7.5,'Try Storied',Pre,"'non profit', 'free to use', 'freemium', 'subscription'",8,Undisclosed,https://www.trystoried.com?ref=startuptracker,'Top-Rated 5 Minute fresh and original content Stories for Children that will spark intrigue for years to come.','Try Storied App',January 31 2019,California US,https://startuptracker.io,0
199,"'advertising', 'media', 'social networks', 'big data'","'mobile app', 'web app'",Pre,No recent company activity detected,14 Jun 19,300.0,7.5,,Pre,"'other', 'free to use', 'advertising'",3300,Undisclosed,https://www.bawler.xyz/?ref=startuptracker,'A free and accessible social network for written content and podcasts.','Bawler',January 23 2019,New York US,https://www.crunchbase.com/organization/bawler,0
200,'advertising','service',Publicly,High company activity detected,13 Jun 19,659.0,1.0,,Pre,"'b2b', 'other'",7000000,Undisclosed,https://www.ketamine-infusion.com/?ref=startuptracker,"'Get real relief from chronic pain, depression'",'Ketamine Infusion Centers',January 1 1988,Phoenix US,https://startuptracker.io,7000000
201,"'other', 'hr and recruitment', 'startups', 'real estate'","'desktop app', 'mobile app', 'web app'",Privately,High company activity detected,12 Jun 19,29600.0,75.5,"'Zach Dunn', 'Sam Dunn'",Post,"'b2b', 'sales'",1300,$29.1m,https://robinpowered.com?ref=startuptracker,'Robin modernizes the open office. The solution to the open office isn’t more walls. It’s activity-based working.','Robin',March 1 2014,Boston US,https://www.crunchbase.com/organization/getrobin,161200
202,'advertising','service',Publicly,No recent company activity detected,12 Jun 19,2.0,1.0,"'Maria E. Marzo, DDS'",Pre,"'b2c', 'other'",2,Undisclosed,https://www.fingerlakesfamilydental.com/?ref=startuptracker,"'Finding a family dental clinic near Corning, Bath, and Horseheads, NY'",'Finger Lakes Family Dental',January 1 1988,Painted Post US,https://startuptracker.io,0
203,"'other', 'advertising'",'service',Publicly,High company activity detected,12 Jun 19,1300.0,1.0,,Pre,"'b2b', 'other'",3500000,Undisclosed,https://www.sellmysahousefast.com?ref=startuptracker,"'We Buy Houses San Antonio, Cash For House San Antonio'",'Capstone Homebuyers',January 1 1988,San Antonio US,https://startuptracker.io,3500000
204,"'analytics', 'marketing', 'ai', 'content'","'desktop app', 'service', 'web app'",Privately,No recent company activity detected,11 Jun 19,1400.0,7.5,'MKTR.AI',Post,"'b2b', 'other', 'sales'",207,Undisclosed,https://www.mktr.ai?ref=startuptracker,'Technical Marketing Software products built to simplify inbound marketing for SMBs.','MKTR.AI',February 14 2018,san francisco US,https://www.crunchbase.com/organization/mktr-ai,3300000
205,'advertising','service',Publicly,High company activity detected,22 May 19,1.0,1.0,,Pre,"'b2c', 'other'",9,Self,https://www.saxtonindustrial.com/?ref=startuptracker,"'For over 65 years, Saxton Industrial has been designing and manufacturing'","'Saxton Industrial, Inc.'",January 1 1988,Glendale US,https://startuptracker.io,0
206,'advertising','service',Publicly,High company activity detected,11 Jun 19,1200.0,1.0,,Pre,"'b2b', 'other'",9,Undisclosed,https://www.siarum.com/?ref=startuptracker,'Siarum consolidates all your business tools into one single\xa0platform.',"'Siarum Communications, LLC'",January 1 1988,Birmingham US,https://www.crunchbase.com/organization/siarum-communications-llc,0
207,'startups','service',Pre,High company activity detected,11 Jun 19,1200.0,30.5,,Pre,"'b2b', 'free to use'",9,Undisclosed,https://www.dsplumbingrepair.com/?ref=startuptracker,'D&S Plumbing is family-owned and-operated company with over 20 years of experience.','D & S Plumbing Repair',December 31 1989,Locust Grove US,https://startuptracker.io,0
208,'advertising','service',Publicly,No recent company activity detected,11 Jun 19,1200.0,1.0,'Applewild School',Pre,"'b2c', 'other'",3800000,Undisclosed,http://www.rosso.com?ref=startuptracker,"""Rosso's furniture of Gilroy and Morgan""","""Rosso's Furniture""",January 1 1988,Gilroy US,https://startuptracker.io,3800000
209,'advertising','service',Publicly,High company activity detected,11 Jun 19,2500.0,1.0,,Pre,"'b2c', 'other'",1800000,Undisclosed,http://www.healthysolutionsweb.com/?ref=startuptracker,"'At Healthy Solutions™, LLC we have years of experience'",'Healthy Solutions LLC',January 1 1988,Scottsdale US,https://startuptracker.io,1800000
210,'startups','service',Pre,No recent company activity detected,11 Jun 19,1200.0,30.5,'Jerry Franklin',Pre,"'b2b', 'free to use'",9,Undisclosed,https://www.williamshm.com/?ref=startuptracker,"'Keep your cool no matter where you are in the Arlington, TX area. You can depend on the team at Williams Home Maintenance, Inc'","'Williams Home Maintenance, Inc'",December 31 1989,Pantego US,https://startuptracker.io,0
211,'advertising','other',Publicly,No recent company activity detected,11 Jun 19,2000.0,1.0,'Applewild School',Pre,"'b2c', 'other'",2400000,Undisclosed,http://toarminapizza.com/?ref=startuptracker,'We are a Michigan based company.\xa0 Since 1987','Toarminas Pizza',January 1 1988,Dearborn US,https://startuptracker.io,2400000
212,"'finance', 'sharing economy', 'startups', 'blockchain'","'service', 'web app'",Publicly,High company activity detected,9 Jun 19,78000.0,30.5,"'Rohit from Mudrex', 'PaxPlay'",Pre,"'b2c', 'b2b', 'freemium', 'subscription'",1900,Undisclosed,http://mudrex.com?ref=startuptracker,'Mudrex helps anyone invest like an algorithmic trader','Mudrex',January 6 2019,San Francisco US,https://www.crunchbase.com/organization/mudrex,61600
213,"'other', 'productivity', 'social networks'","'other', 'web app'",Privately,No recent company activity detected,7 Jun 19,0.0,2.0,'Carlo Tapia',Pre,"'b2c', 'b2b', 'free to use', 'freemium'",7,Undisclosed,http://www.vestedyeti.com?ref=startuptracker,"'Vested Yeti is a new home for your web pages. Organize your web pages, share web pages with friends, and keep track of your web pages.'",'Vested Yeti',April 23 2016,Sacramento US,https://www.crunchbase.com/organization/vested-yeti,0
214,"'gaming', 'ar/vr'",'desktop app',Privately,High company activity detected,7 Jun 19,0.0,3.0,'Shane Evans',Pre,"'b2b', 'sales', 'subscription'",46,Self,http://GameDriver.io?ref=startuptracker,"'Automated play testing for video games, AR and VR.'",'GameDriver',May 28 2018,Martinez US,https://crunchbase.com/organization/gamedriver-inc,0
215,'advertising','service',Publicly,No recent company activity detected,7 Jun 19,1200.0,1.0,'Applewild School',Pre,"'b2b', 'other'",9,Undisclosed,http://schaeferssoftwater.com/?ref=startuptracker,"'At Schaefer’s Soft Water, we carry water softner systems that are approved for the state of Wisconsin'",'Schaefers Soft Water',January 1 1988,Watertown US,https://startuptracker.io,0
216,'startups','service',Pre,No recent company activity detected,7 Jun 19,1200.0,30.5,'Brabazon Law Office',Pre,"'b2b', 'free to use'",9,Undisclosed,http://www.brabazonlawoffice.com/?ref=startuptracker,"'If you are facing criminal and family law issues, attorneys at Brabazon Law Office will help you to protect your legal rights'",'Brabazon Law Office LLC',December 31 1989,Green Bay US,https://startuptracker.io,0
217,'advertising','service',Publicly,No recent company activity detected,6 Jun 19,1700.0,1.0,'Applewild School',Pre,"'b2c', 'other'",2700000,Undisclosed,https://acornkitchen.com/?ref=startuptracker,"""Acorn Kitchen & Bath, one of Michigan's largest Kitchen and Bath design showrooms""",'Acorn Kitchen & Bath',December 31 1987,Pontiac US,https://startuptracker.io,2700000
218,'advertising',"'other', 'service'",Publicly,No recent company activity detected,6 Jun 19,570.0,1.0,'Applewild School',Pre,"'b2c', 'other'",8100000,Self,https://everydayinvestments.com/?ref=startuptracker,'Everyday Investments Realty offers you a broad menu of comprehensive residential','Everyday Investments',January 1 1988,Scottsdale US,https://startuptracker.io,8100000
219,'advertising','service',Publicly,No recent company activity detected,6 Jun 19,1400.0,1.0,'Applewild School',Pre,"'b2c', 'other'",3300000,Undisclosed,http://pediatrixmd.com/?ref=startuptracker,'Welcome to Pediatrix! With exceptional child care since 1986.','Pediatrix',January 1 1988,Phoenix US,https://startuptracker.io,3300000
220,"'advertising', 'finance', 'insurance', 'marketing'",'web app',Publicly,High company activity detected,6 Jun 19,44100.0,75.5,'David Gasparyan',Pre,"'b2b', 'commission', 'subscription'",314,Undisclosed,https://phonexa.com?ref=startuptracker,"""Phonexa's powerful tracking solutions deliver insight on your marketing campaigns, allowing you to make smarter optimizations.""",'Phonexa',December 1 2016,Glendale US,https://crunchbase.com/organization/phonexa,108300
221,'advertising','service',Publicly,No recent company activity detected,6 Jun 19,1200.0,1.0,'Applewild School',Pre,"'b2c', 'other'",9,Undisclosed,https://mygreenwooddentist.com/?ref=startuptracker,'Stacy D. Johnson Family Dentist specialize in dental care for the entire family including general dentistry','Stacy D. Johnson Family Dentist',January 1 1988,Greenwood US,https://startuptracker.io,0
222,'advertising','service',Publicly,High company activity detected,5 Jun 19,1200.0,1.0,,Pre,"'b2b', 'other'",9,Undisclosed,https://faithinkapparel.com?ref=startuptracker,'Faith Ink is a unique shopping website with a distinctive tone focusing','Faith Ink Apparel',January 1 1988,Huntington Beach US,https://startuptracker.io,0
223,'advertising','other',Publicly,High company activity detected,5 Jun 19,1200.0,1.0,,Pre,"'b2b', 'other'",9,Undisclosed,http://www.fandvt.com/?ref=startuptracker,"'When you hire Fischer & Van Thiel, you are hiring a team of family law attorneys'","'Fischer & Van Thiel, L.L.P.'",January 1 1988,Oceanside US,https://startuptracker.io,0
224,'advertising','service',Publicly,High company activity detected,4 Jun 19,1700.0,1.0,,Pre,"'b2b', 'other'",2800000,Self,https://www.clevelandfurniturecompany.com/?ref=startuptracker,"'The Cleveland Furniture Company is a family owned Furniture store located in Cleveland, OH.'",'The Cleveland Furniture Company',December 31 1987,Parma US,https://startuptracker.io,2800000
225,'advertising','other',Publicly,High company activity detected,4 Jun 19,1.0,1.0,,Pre,"'b2c', 'other'",9,Self,https://www.governorsparkchiropractic.com?ref=startuptracker,'Governor’s Park Chiropractic provides you with excellent chiropractic care',"""Governor's Park Chiropractic - Denver""",January 1 1988,Denver US,https://startuptracker.io,0
